Brand,Year,Configuration,Strings,Made in,Type,Body Shape,Body Material,Neck Profile,Neck Joint,Fretboard Material,Neck Material,Expensive Wood,Bridge Type,Bridge,Scale Size,Shape,Frets,Fretboard Radius,Stainless Steel Frets,Nut,Nut Width,Switch,Knobs,Volume Controls,Tone Controls,Bridge Pickup,Neck Pickup,Middle Pickup,Top Pickup Brand,Locking Tuners,Tremolo,Stays in Tune (Evertune),Luminescent Inlay,Compound Radius Fretboard,Price,Number of Frets,Pickups Power
Fender Squier,2020.0,SSS,6.0,China,Solid Body,Mustang,Poplar,C,Bolt-On,Laurel,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"24.75""",C Shape,Narrow Tall,"9.5""",False,Synthetic Bone,41.9mm (1.65''),3 Way,Dome,1.0,1.0,Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),Fender Designed Alnico Single-Coil (Single Coil / Passive),False,False,True,False,False,False,322.104,22,Passive-Passive-Passive
Fender,2018.0,HS,6.0,Mexico,Solid Body,Double Cut,Alder,C,Bolt-On,Maple,Maple,False,Fixed,6-Saddle Strings-Through-Body Strat Hardtail with Bent Steel Saddles,"24""",Modern C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Fender Duo-Sonic Humbucking (Humbucker / Passive),Fender Duo-Sonic Single-Coil (Single Coil / Passive),,True,False,False,False,False,False,645.5099999999999,22,Passive-Passive
Fender,2018.0,HH,6.0,Mexico,Solid Body,Jazzmaster,Alder,C,Bolt-On,Pau Ferro,Maple,False,Tremolo,6-Saddle Vintage-Style Adjustable with “Floating” Tremolo Tailpiece,"25.5""",Modern C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),3 Way,Bell,1.0,1.0,Fender Player Series Alnico 2 Humbucking (Humbucker / Passive),Fender Player Series Alnico 2 Humbucking (Humbucker / Passive),,True,False,True,False,False,False,567.4440000000001,22,Passive-Passive
Fender,2018.0,HSS,6.0,Mexico,Solid Body,Stratocaster,Alder,C,Bolt-On,Pau Ferro,Maple,False,Tremolo,2-Point Synchronized Tremolo with Bent Steel Saddles,"25.5""",Modern C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Player Series Alnico 2 Humbucking (Humbucker / Passive),Fender Player Series Alnico 5 Strat Single-Coil (Single Coil / Passive),Fender Player Series Alnico 5 Strat Single-Coil (Single Coil / Passive),True,False,True,False,False,False,754.43,22,Passive-Passive-Passive
Fender,2018.0,SSS,6.0,Mexico,Solid Body,Stratocaster,Maple,C,Bolt-On,Maple,Maple,True,Tremolo,2-Point Synchronized Tremolo with Bent Steel Saddles,"25.5""",Modern C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Player Series Alnico 5 Strat Single-Coil (Single Coil / Passive),Fender Player Series Alnico 5 Strat Single-Coil (Single Coil / Passive),Fender Player Series Alnico 5 Strat Single-Coil (Single Coil / Passive),True,False,True,False,False,False,701.1925,22,Passive-Passive-Passive
Fender,2018.0,HH,6.0,Mexico,Solid Body,Telecaster,Alder,C,Bolt-On,Pau Ferro,Maple,False,Fixed,6-Saddle String-Through-Body Tele with Bent Steel Saddles,"25.5""",Modern C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Fender Player Series Alnico 2 Humbucking (Humbucker / Passive),Fender Player Series Alnico 2 Humbucking (Humbucker / Passive),,True,False,False,False,False,False,649.756,22,Passive-Passive
ESP LTD,2021.0,HH,6.0,Indonesia,Semi-Hollow,Single Cut,Mahogany,U,Bolt-On,Jatoba,Maple,True,Fixed,TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Speed,2.0,2.0,ESP Designed LH-150B (Humbucker / Passive),ESP Designed LH-150N (Humbucker / Passive),,False,False,False,False,False,False,562.2099999999998,22,Passive-Passive
Fender,2011.0,SSS,6.0,Mexico,Solid Body,Stratocaster,Alder,C,Bolt-On,Rosewood,Maple,True,Fixed,6-Saddle American Vintage Strings-Through-Body Strat Hardtail,"25.5""",60s C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Vintage-Style Single-Coil Strat (Single Coil / Passive),Fender Vintage-Style Single-Coil Strat (Single Coil / Passive),Fender Vintage-Style Single-Coil Strat (Single Coil / Passive),True,False,False,False,False,False,990.8259999999998,21,Passive-Passive-Passive
Yamaha,2022.0,HH,6.0,China,Solid Body,Double Cut,Mahogany,C,Set,Rosewood,Mahogany,True,Fixed,Tune-O-Matic,"24.75""",Revstar C,Jumbo,"12""",False,Plastic,41.9mm (1.65''),3 Way,Dome,1.0,1.0,VH3b (Humbucker / Passive),VH3n (Humbucker / Passive),,False,False,False,False,False,False,462.66,22,Passive-Passive
Ibanez,2021.0,HSS,6.0,Indonesia,Solid Body,Super Strat,Meranti,Wizard,Bolt-On,Rosewood,Maple,True,Fixed,F106,"25.5""",Wizard III,Jumbo,"15.748""",False,Plastic,43mm (1.693''),5 Way,Dome,1.0,1.0,Quantum (Humbucker / Passive),Quantum (Humbucker / Passive),Quantum (Humbucker / Passive),False,False,False,False,False,False,371.50666666666666,24,Passive-Passive-Passive
Harley Benton,2015.0,HH,6.0,China,Solid Body,Les Paul,Mahogany,C,Set,Pau Ferro,Mahogany,True,Fixed,Dlx Tune-O-Matic Bridge,"24.75""",Harley Benton C,Medium Jumbo,"13.78""",False,Plastic,43mm (1.693''),3 Way,Bell,2.0,2.0,Roswell LAF Alnico-5 Vintage-Style (Humbucker / Passive),Roswell LAF Alnico-5 Vintage-Style (Humbucker / Passive),,True,False,False,False,False,False,173.26999999999998,22,Passive-Passive
Harley Benton,2021.0,HH,6.0,Indonesia,Solid Body,Les Paul,Mahogany,D,Set,Pau Ferro,Mahogany,True,Fixed,DLX Tune-O-Matic,"24.75""",Harley Benton '60s,Medium Jumbo,"12""",True,Graphite,42mm (1.654''),3 Way,Speed,2.0,2.0,Tesla OPUS-1 AlNiCo-5 (Humbucker / Passive),Tesla OPUS-1 AlNiCo-5 (Humbucker / Passive),,True,False,False,False,False,False,258.3466666666667,22,Passive-Passive
Harley Benton,2020.0,HH,6.0,Vietnam,Solid Body,Les Paul,Mahogany,C,Set,Jatoba,Mahogany,True,Fixed,Wsc Tune-O-Matic,"24.75""",Harley Benton Modern C,Medium Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Dome,2.0,1.0,Roswell LZ56B Ceramic (Humbucker / Active),Roswell LZ51N Alnico-5 (Humbucker / Active),,True,False,False,False,False,False,314.49,24,Active-Active
PRS,2020.0,HH,6.0,Indonesia,Solid Body,PRS,Mahogany,Vintage,Set,Rosewood,Mahogany,True,Fixed,PRS-Designed Stoptail,"24.5""",Wide Fat,Medium Jumbo,"10""",False,PRS Propietary,42.9mm (1.688''),3 Way,Speed,2.0,2.0,PRS 245 S (Humbucker / Passive),PRS 245 S (Humbucker / Passive),,True,False,False,False,False,False,574.6,22,Passive-Passive
PRS,2018.0,HH,6.0,Indonesia,Solid Body,PRS,Mahogany,Vintage,Set,Rosewood,Mahogany,True,Fixed,PRS-Designed Stoptail,"24.5""",Wide Fat,Medium Jumbo,"10""",False,PRS Propietary,42.9mm (1.688''),3 Way,Speed,1.0,1.0,PRS 245 S (Humbucker / Passive),PRS 245 S (Humbucker / Passive),,True,False,False,False,False,False,572.9620000000001,22,Passive-Passive
PRS,2020.0,HH,6.0,Indonesia,Hollowbody,PRS,Mahogany,Vintage,Set,Ebony,Mahogany,True,Fixed,PRS Adjustable Stoptail,"25""",Wide Fat,Medium Jumbo,"10""",False,PRS Propietary,42.9mm (1.688''),3 Way,Speed,1.0,1.0,PRS 58/15 S (Humbucker / Passive),PRS 58/15 S (Humbucker / Passive),,True,False,False,False,False,False,802.8325,22,Passive-Passive
PRS,2021.0,HH,6.0,Indonesia,Semi-Hollow,PRS,Mahogany,Vintage,Set,Rosewood,Mahogany,True,Fixed,PRS Adjustable Stoptail,"24.5""",Wide Fat,Medium Jumbo,"10""",False,PRS Propietary,42.9mm (1.688''),3 Way,Speed,1.0,1.0,PRS 245 S (Humbucker / Passive),PRS 245 S (Humbucker / Passive),,True,False,False,False,False,False,775.152,22,Passive-Passive
ESP LTD,2021.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,U,Bolt-On,Maple,Maple,False,Fixed,LTD Fixed w/ String Thru,"25.5""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Dome,1.0,1.0,ESP Designed LH-150B (Humbucker / Passive),ESP Designed LH-150N (Humbucker / Passive),,False,False,False,False,False,False,430.465,24,Passive-Passive
Kramer,2020.0,H,6.0,Indonesia,Solid Body,Super Strat,Alder,C,Bolt-On,Laurel,Maple,False,Floyd Rose,Floyd Rose 1000 series Tremolo with EVH D-Tuna Drop D Tuning System,"25.5""",K-Speed SlimTaper,Jumbo,"12.6""",False,Locking,42.7mm (1.68''),0 Way,Dome,1.0,1.0,Kramer 85-T Double Black Open Coil Humbucker (Humbucker / Passive),,,False,False,True,False,False,False,430.465,22,Passive
Harley Benton,2017.0,SSS,6.0,China,Solid Body,Stratocaster,Alder,C,Bolt-On,Maple,Maple,False,Tremolo,Harley Benton Tremolo,"25.5""",Harley Benton C,Medium Jumbo,"13.78""",False,Ivory Tusq,42mm (1.654''),5 Way,Bell,1.0,2.0,Roswell SK52 True Vintage Staggered Alnico-5 (Single Coil / Passive),Roswell SK52 True Vintage Staggered Alnico-5 (Single Coil / Passive),Roswell SK52 True Vintage Staggered Alnico-5 (Single Coil / Passive),True,False,True,False,False,False,178.5,21,Passive-Passive-Passive
Dean,2021.0,HH,6.0,India,Solid Body,Les Paul,Mahogany,C,Bolt-On,Rosewood,Maple,True,Floyd Rose,Floyd Rose FR20,"24.75""",C,Jumbo,"12""",False,Locking,43mm (1.693''),3 Way,Speed,2.0,2.0,DMT Design (Humbucker / Passive),DMT Design (Humbucker / Passive),,False,False,True,False,False,False,429.0,22,Passive-Passive
Sterling,2019.0,SH,6.0,Indonesia,Solid Body,Super Strat,Ash,C,Bolt-On,Maple,Maple,True,Fixed,Hardtail with Vintage Bent Saddle,"25.5""",James Valentine,Narrow Tall,"9.5""",False,Compensated,41.9mm (1.65''),3 Way,Dome,1.0,1.0,Sterling Single Coil (Single Coil / Passive),Sterling Humbucker (Humbucker / Passive),,False,False,False,False,False,False,770.96,22,Passive-Passive
Fender,2019.0,SS,6.0,Mexico,Solid Body,Jazzmaster,Alder,C,Bolt-On,Pau Ferro,Maple,False,Tremolo,Adjusto-Matic Bridge with Vintage Style Floating Tremolo Tailpiece,"25.5""",Modern C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),3 Way,Bell,2.0,2.0,Fender Vintage-Style 60s Single-Coil Hot Jazzmaster (Single Coil / Passive),Fender Vintage-Style 60s Single-Coil Hot Jazzmaster (Single Coil / Passive),,True,False,True,False,False,False,1019.815,21,Passive-Passive
Fender,2019.0,SSS,6.0,Mexico,Solid Body,Stratocaster,Alder,C,Bolt-On,Pau Ferro,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Mid 60s C,Vintage,"7.25""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Vintage-Style 60s Single-Coil Strat (Single Coil / Passive),Fender Vintage-Style 60s Single-Coil Strat (Single Coil / Passive),Fender Vintage-Style 60s Single-Coil Strat (Single Coil / Passive),True,False,True,False,False,False,1019.815,21,Passive-Passive-Passive
Fender,2019.0,SS,6.0,Mexico,Solid Body,Telecaster,Alder,C,Bolt-On,Pau Ferro,Maple,False,Bigsby Tremolo,6-Saddle Adjustable Bridge,"25.5""",Early 60s C,Vintage,"7.25""",False,Synthetic Bone,42mm (1.654''),3 Way,Dome,1.0,1.0,Fender Vintage-Style 60s Single-Coil Tele (Single Coil / Passive),Fender Vintage-Style 60s Single-Coil Tele (Single Coil / Passive),,True,False,True,False,False,False,915.34,21,Passive-Passive
Fender,2019.0,HH,6.0,Mexico,Solid Body,Telecaster,Alder,C,Bolt-On,Maple,Maple,False,Fixed,6-Saddle Vintage-Style Strat Strings-Through-Body Hardtail,"25.5""",Fender Thin C,Medium Jumbo,"9.5""",False,Synthetic Bone,42mm (1.654''),3 Way,Bell,2.0,2.0,Fender Wide Range Humbucking (Humbucker / Passive),Fender Wide Range Humbucking (Humbucker / Passive),,True,False,False,False,False,False,920.064,21,Passive-Passive
Fender,2019.0,SSS,6.0,Mexico,Solid Body,Stratocaster,Alder,V,Bolt-On,Maple,Maple,False,Tremolo,6-Saddle Vintage-Style Synchronized Tremolo,"25.5""",Fender Soft V,Vintage Tall,"7.25""",False,Synthetic Bone,42mm (1.654''),5 Way,Bell,1.0,2.0,Fender Vintage-Style 50s Single-Coil Hot Strat (Single Coil / Passive),Fender Vintage-Style 50s Single-Coil Hot Strat (Single Coil / Passive),Fender Vintage-Style 50s Single-Coil Hot Strat (Single Coil / Passive),True,False,True,False,False,False,894.8133333333334,21,Passive-Passive-Passive
Dean,2021.0,HH,6.0,India,Solid Body,V,Mahogany,C,Bolt-On,Rosewood,Maple,True,Floyd Rose,Floyd Rose FR20,"24.75""",C,Jumbo,"12""",False,Locking,43mm (1.693''),3 Way,Speed,2.0,1.0,DMT Design (Humbucker / Passive),DMT Design (Humbucker / Passive),,False,False,True,False,False,False,403.3575,22,Passive-Passive
Jackson,2021.0,HH,6.0,Indonesia,Solid Body,Super Strat,Poplar,D,Bolt-On,Laurel,Maple,False,Fixed,Jackson HT6 String-Through-Body Hardtail,"25.5""",Speed,Jumbo,"12"" to 16""",False,Plastic,42.9mm (1.688''),3 Way,Dome,1.0,1.0,Jackson High-Output Humbucking Active (Humbucker / Active),Jackson High-Output Humbucking Active (Humbucker / Active),,False,False,False,False,False,True,478.125,24,Active-Active
Dean,2021.0,HH,6.0,India,Solid Body,Explorer,Mahogany,C,Bolt-On,Rosewood,Maple,True,Floyd Rose,Floyd Rose FR20,"24.75""",C,Jumbo,"12""",False,Locking,43mm (1.693''),3 Way,Speed,2.0,1.0,DMT Design (Humbucker / Passive),DMT Design (Humbucker / Passive),,False,False,True,False,False,False,365.59,22,Passive-Passive
Ibanez,2022.0,HH,6.0,Indonesia,Hollowbody,ES,Spruce,C,Set,Ebony,Maple,True,Fixed,Gibraltar Artist,"24.75""",AS Artstar,Medium,"12""",False,Bone,43mm (1.693''),3 Way,Speed,2.0,2.0,Super 58 (Humbucker / Passive),Super 58 (Humbucker / Passive),,False,False,False,False,False,False,906.6175,22,Passive-Passive
Sterling,2018.0,HH,6.0,Indonesia,Solid Body,Offset,Basswood,Asymmetrical,Bolt-On,Jatoba,Maple,False,Tremolo,Fulcrum Tremolo,"25.5""",Axis,Narrow Tall,"12""",False,Compensated,41.9mm (1.65''),5 Way,Bell,1.0,1.0,Sterling Humbucker (Humbucker / Passive),Sterling Humbucker (Humbucker / Passive),,False,False,True,False,False,False,328.5,22,Passive-Passive
Sterling,2021.0,HH,6.0,Indonesia,Solid Body,Offset,Jabon,Asymmetrical,Bolt-On,Maple,Maple,False,Tremolo,Fulcrum Tremolo,"25.5""",Axis,Narrow Tall,"12""",False,Compensated,41.9mm (1.65''),5 Way,Bell,1.0,1.0,Sterling Humbucker (Humbucker / Passive),Sterling Humbucker (Humbucker / Passive),,False,False,True,False,False,False,311.5933333333333,22,Passive-Passive
Sterling,2022.0,HH,6.0,Indonesia,Solid Body,Offset,Jabon,Asymmetrical,Bolt-On,Maple,Maple,False,Tremolo,Fulcrum Tremolo,"25.5""",Axis,Narrow Tall,"12""",False,Compensated,41.9mm (1.65''),5 Way,Bell,1.0,1.0,Sterling Humbucker (Humbucker / Passive),Sterling Humbucker (Humbucker / Passive),,False,False,True,False,False,False,443.99,22,Passive-Passive
Schecter,2014.0,HH,6.0,China,Solid Body,Super Strat,Basswood,C,Bolt-On,Rosewood,Maple,True,Floyd Rose,SGR by Floyd Rose,"25.5""",Thin C,Medium,"14""",False,Locking,41.3mm (1.625''),3 Way,Dome,1.0,1.0,Schecter Diamond Plus (Humbucker / Passive),Schecter Diamond Plus (Humbucker / Passive),,False,False,True,False,False,False,304.22,24,Passive-Passive
Fender Squier,2019.0,HH,6.0,Indonesia,Solid Body,Double Cut,Maple,C,Bolt-On,Maple,Maple,False,Fixed,6-Saddle Adjustable Bridge Fixed,"25.5""",Modern C,Narrow Tall,"12""",False,Synthetic Bone,42mm (1.654''),3 Way,Bell,1.0,1.0,Squier SQR Active Ceramic Humbucker (Humbucker / Active),Squier SQR Ceramic Humbucker (Humbucker / Active),,False,False,False,False,False,False,362.7633333333333,22,Active-Active
Fender Squier,2021.0,HH,6.0,China,Solid Body,Jaguar,Poplar,C,Bolt-On,Laurel,Maple,False,Fixed,6-Saddle Adjustable Bridge Fixed,"24""",Modern C,Jumbo,"12""",False,Graphite,42mm (1.654''),3 Way,Bell,1.0,1.0,Squier SQR Atomic Humbucking (Humbucker / Passive),Squier SQR Atomic Humbucking (Humbucker / Passive),,False,False,False,False,False,False,381.276,22,Passive-Passive
Harley Benton,2018.0,P90P90,6.0,Vietnam,Solid Body,Double Cut,Mahogany,C,Set,Jatoba,Mahogany,True,Tremolo,Harley Benton Tremolo,"25""",Harley Benton C,Medium Jumbo,"13.78""",False,Graphite,42mm (1.654''),3 Way,Dome,1.0,1.0,Roswell P90 Soapbar (Single Coil / Passive),Roswell P90 Soapbar (Single Coil / Passive),,True,False,True,False,False,False,381.276,24,Passive-Passive
Sterling,2020.0,HSS,6.0,Indonesia,Solid Body,Stratocaster,Poplar,C,Bolt-On,Maple,Maple,False,Tremolo,Fulcrum Tremolo,"25.5""",Cutlass,Narrow Tall,"12""",False,Compensated,41.9mm (1.65''),5 Way,Bell,1.0,1.0,Sterling Humbucker (Humbucker / Passive),Sterling Single Coil (Single Coil / Passive),Sterling Single Coil (Single Coil / Passive),False,False,True,False,False,False,324.87750000000005,22,Passive-Passive-Passive
Sterling,2021.0,SSS,6.0,Indonesia,Solid Body,Stratocaster,Poplar,C,Bolt-On,Maple,Maple,False,Tremolo,Fulcrum Tremolo,"25.5""",Cutlass,Narrow Tall,"12""",False,Compensated,41.9mm (1.65''),5 Way,Bell,1.0,1.0,Sterling Single Coil (Single Coil / Passive),Sterling Single Coil (Single Coil / Passive),Sterling Single Coil (Single Coil / Passive),False,False,True,False,False,False,294.6,22,Passive-Passive-Passive
Sterling,2020.0,HS,6.0,Indonesia,Solid Body,Stratocaster,Poplar,C,Bolt-On,Maple,Maple,False,Tremolo,Fulcrum Tremolo,"24""",Cutlass,Narrow Tall,"12""",False,Compensated,41.9mm (1.65''),3 Way,Bell,1.0,1.0,Sterling Humbucker (Humbucker / Passive),Sterling Single Coil (Single Coil / Passive),,False,False,True,False,False,False,306.36,22,Passive-Passive
Epiphone,2019.0,HH,6.0,China,Solid Body,V,Mahogany,C,Set,Maple,Mahogany,True,Fixed,LockTone ABR,"24.75""",Slim Taper,Medium Jumbo,"12""",False,Ivory Tusq,42.7mm (1.68''),3 Way,Speed,2.0,1.0,ProBucker 3 (Humbucker / Passive),ProBucker 2 (Humbucker / Passive),,False,False,False,False,False,False,1073.945,22,Passive-Passive
Harley Benton,2019.0,HH,6.0,China,Solid Body,SG,Mahogany,C,Set,Jatoba,Mahogany,True,Fixed,DLX Tune-O-Matic,"24.75""",Harley Benton C,Medium Jumbo,"13.78""",False,Graphite,42mm (1.654''),3 Way,Dome,1.0,1.0,Roswell LAF Alnico-5 Vintage-Style (Humbucker / Passive),Roswell LAF Alnico-5 Vintage-Style (Humbucker / Passive),,True,False,False,False,False,False,195.05000000000004,24,Passive-Passive
Harley Benton,2020.0,H,6.0,Indonesia,Solid Body,Double Cut,Mahogany,Vintage,Set,Ebony,Mahogany,True,Fixed,Wsc Wrap Around,"24.75""",Harley Benton Fat '59,Medium Jumbo,"12""",False,Graphite,43mm (1.693''),0 Way,Bell,1.0,1.0,Roswell P90D Stack STK4P Alnico-5 Dog Ear Humbucker (Humbucker / Passive),,,True,False,False,False,False,False,178.5,22,Passive
Harley Benton,2021.0,HH,6.0,Indonesia,Solid Body,SG,Nyatoh,C,Set,Rosewood,Mahogany,True,Fixed,Gotoh Tune-o-Matic,"24.75""",Harley Benton C,Medium Jumbo,"10""",False,Ivory Tusq,43mm (1.693''),3 Way,Speed,1.0,1.0,Tesla VR-2 AlNiCo 5 (Humbucker / Passive),Tesla VR-2 AlNiCo 5 (Humbucker / Passive),,True,False,False,False,False,False,195.84,22,Passive-Passive
ESP LTD,2013.0,HH,6.0,Indonesia,Solid Body,Les Paul,Basswood,U,Bolt-On,Engineered,Maple,False,Fixed,TOM & Tailpiece,"24.75""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Dome,2.0,1.0,ESP Designed LH-100B (Humbucker / Passive),ESP Designed LH-100N (Humbucker / Passive),,False,False,False,False,False,False,202.70800000000003,24,Passive-Passive
ESP LTD,2018.0,HH,7.0,Indonesia,Solid Body,Les Paul,Mahogany,U,Set,Jatoba,Mahogany,True,Fixed,TOM & Tailpiece,"25.5""",Thin U,XL Jumbo,"15.748""",False,Plastic,48mm (1.89''),3 Way,Speed,2.0,1.0,ESP Designed LH-150B (Humbucker / Passive),ESP Designed LH-150N (Humbucker / Passive),,False,False,False,False,False,False,500.725,22,Passive-Passive
ESP LTD,2009.0,HH,6.0,Indonesia,Solid Body,Super Strat,Basswood,U,Bolt-On,Engineered,Maple,False,Fixed,TOM,"25.5""",Thin U,XL Jumbo,"13.78""",False,Plastic,42mm (1.654''),3 Way,Dome,1.0,1.0,ESP Designed LH-100B (Humbucker / Passive),ESP Designed LSH-100N (Humbucker / Passive),,False,False,False,False,False,False,192.03333333333333,24,Passive-Passive
Gretsch,2016.0,XXH,6.0,China,Hollowbody,Single Cut,Maple,U,Set,Rosewood,Maple,True,Fixed,Chromatic,"25.5""",Standard U,Medium Jumbo,"12""",False,Synthetic Bone,42.9mm (1.688''),0 Way,Dome,1.0,1.0,( / ),Gretsch Mini Humbucking (Humbucker / Passive),,True,False,False,False,False,False,872.9375000000001,20,Passive-Passive
Gretsch,2016.0,HH,6.0,China,Hollowbody,Single Cut,Maple,U,Set,Rosewood,Maple,True,Bigsby Tremolo,Bigsby B60,"24.6""",Standard U,Medium Jumbo,"12""",False,NuBone,42.9mm (1.688''),3 Way,Speed,3.0,1.0,Gretsch Black Top Filter'Tron (Humbucker / Passive),Gretsch Black Top Filter'Tron (Humbucker / Passive),,True,False,True,False,False,False,683.098,22,Passive-Passive
Epiphone,2021.0,HH,6.0,China,Solid Body,Les Paul,Mahogany,C,Set,Ebony,Mahogany,True,Fixed,Epiphone LockTone Tune-O-Matic,"24.75""",Jerry Cantrell,Medium Jumbo,"12""",False,Ivory Tusq,43mm (1.693''),3 Way,Speed,2.0,2.0,98T PRO (Humbucker / Passive),Alnico Classic PRO (Humbucker / Passive),,False,False,False,False,False,False,776.3799999999999,22,Passive-Passive
Sterling,2017.0,HH,7.0,Indonesia,Solid Body,Super Strat,Basswood,D,Bolt-On,Rosewood,Maple,True,Tremolo,Modern Tremolo,"25.5""",John Petrucci,Medium Jumbo,"16""",False,Compensated,49.5mm (1.95''),3 Way,Dome,1.0,1.0,Sterling Humbucker (Humbucker / Passive),Sterling Humbucker (Humbucker / Passive),,False,True,True,False,False,False,776.3799999999999,24,Passive-Passive
Jackson,2014.0,HH,6.0,China,Solid Body,Super Strat,Poplar,D,Bolt-On,Purpleheart,Maple,False,Tremolo,2-Point Fulcrum Tremolo,"25.5""",Speed,Jumbo,"12"" to 16""",False,Plastic,42.9mm (1.688''),3 Way,Dome,1.0,1.0,Jackson High-Output Humbucking (Humbucker / Passive),Jackson High-Output Humbucking (Humbucker / Passive),,False,False,True,False,False,True,187.264,24,Passive-Passive
Jackson,2021.0,HH,6.0,China,Solid Body,Super Strat,Mahogany,D,Bolt-On,Maple,Maple,True,Tremolo,2-Point Fulcrum Tremolo,"25.5""",Speed,Jumbo,"12"" to 16""",False,Plastic,42.9mm (1.688''),3 Way,Dome,1.0,1.0,Jackson High-Output Humbucking (Humbucker / Passive),Jackson High-Output Humbucking (Humbucker / Passive),,False,False,True,False,False,True,311.192,24,Passive-Passive
Jackson,2021.0,HH,6.0,China,Solid Body,Super Strat,Poplar,D,Bolt-On,Purpleheart,Maple,False,Fixed,Jackson HT6 String-Through-Body Hardtail,"25.5""",Speed,Jumbo,"12"" to 16""",False,Plastic,42.9mm (1.688''),3 Way,Dome,1.0,1.0,Jackson High-Output Humbucking (Humbucker / Passive),Jackson High-Output Humbucking (Humbucker / Passive),,False,False,False,False,False,True,255.292,24,Passive-Passive
